filename,title,description,feature,topic,role,level
./help/getting-started/mobile-marketing-with-adobe-campaign.md,Mobile marketing with Adobe Campaign,Understand which Adobe Campaign Standard features can support your mobile marketing strategy.,"SMS, Push, In-App",,"Business Practitioner, Developer",Beginner
./help/getting-started/growing-with-adobe-campaign.md,Growing with Adobe Campaign,Understand the potential next steps to true cross channel orchestration.,Cross Channel Orchestration,,Business Practitioner,Beginner
./help/profiles-and-audiences/creating-profiles-and-audiences.md,Creating profiles and audiences - Overview,Learn how to navigate to existing profiles and how to create profiles and audiences.,"Profiles, Audiences",,Business Practitioner,Beginner
./help/profiles-and-audiences/creating-a-profile.md,Create a profile ,Learn how to create a profile and how to add it to an audience.,"Profiles, Audiences",,Business Practitioner,Beginner
./help/profiles-and-audiences/test-profiles.md,Create a test profile,Learn how to target recipients who do not match the defined targeting criteria to detect any fraudulent use of your recipient database or to ensure the emails arrive in the inboxes.,Test Profiles,,Business Practitioner,"Beginner, Intermediate"
./help/managing-processes-and-data/importing-profiles.md,Import profiles with a workflow,Learn  how to import profile data using a workflow.,Data Management,,"Business Practitioner, Developer, Administrator",Beginner
./help/managing-processes-and-data/services-and-subscriptions.md,Manage services and subscriptions,Learn how to create a service and manage  subscriptions.,Subscriptions,,"Business Practitioner, Developer","Beginner, Intermediate"
./help/profiles-and-audiences/audience-destinations/audience-destinations-overview.md,Audience Destinations - Overview,Learn how to leverage Adobe Experience Platform (AEP) Audiences in Adobe Campaign Standard (ACS),People Core Service Integration,,"Business Practitioner, Developer","Beginner, Intermediate, Experienced"
./help/profiles-and-audiences/audience-destinations/creating-audiences-using-segment-builder.md,Create a new audience using the Unified Segment Builder,Learn how to create a new audience using the Unified Segment Builder.,People Core Service Integration,,"Business Practitioner, Developer","Beginner, Intermediate, Experienced"
./help/profiles-and-audiences/audience-destinations/activating-aep-audiences.md,Activate Adobe Experience Platform audiences in a workflow,This video explains how to activate the Data Services Query Audience within a workflow by using the ‘Read audience’ activity.,People Core Service Integration,,"Business Practitioner, Developer","Beginner, Intermediate, Experienced"
./help/profiles-and-audiences/audience-destinations/changing-targeting-dimension.md,Change the targeting dimension,This video explains how to change the targeting dimension of a delivery for a Platform Audience outside of the primary profile table in Adobe Campaign Standard.,People Core Service Integration,,"Business Practitioner, Developer","Beginner, Intermediate, Experienced"
./help/communication-channels/email/create-email-from-homepage.md,Create an email delivery,Learn  how to create an email delivery from the homepage. ,Email,,Business Practitioner,Beginner
./help/communication-channels/email/sending-test-preparing-sending-email.md,"Send a test, prepare and send an email","Learn how to send a test email, prepare and then send the email delivery. ",Email  ,,Business Practitioner,Beginner
./help/communication-channels/email/a-b-testing.md,A/B testing,"Learn how to configure and send an A/B test, which tests  the subject line. ",A/B Testing  ,,Business Practitioner,Beginner
./help/communication-channels/email/profile-substitution.md,Profile Substitution - Testing email messages using targeted profiles,Learn how you can test your email messages using the profile substitution feature.,Email  ,,Business Practitioner,"Intermediate, Experienced"
./help/communication-channels/email/control-groups.md,Adding a control group to a delivery,Learn how to define a control group for your delivery and how to extract the profiles assigned to the control group after the delivery has been sent.,Control Groups,,Business Practitioner,"Intermediate, Experienced"
./help/communication-channels/create-multilingual-deliveries.md,Create a multi-lingual email or SMS delivery,Learn how to simplify the operational complexities of sending multilingual campaigns. ,"Email, SMS",,Business Practitioner,"Intermediate, Experienced"
./help/communication-channels/covert-into-multilingual-deliveries.md,"Convert an existing email, SMS delivery or template to multilingual","Learn how to convert and existing email, SMS delivery, or a delivery template to multilingual.","Email, SMS",,Business Practitioner,"Intermediate, Experienced"
./help/communication-channels/email/reviewing-personalized-email-delivery-and-reports.md,Review an email delivery and reports,Learn how to review a personalized email delivery and explore different reports that are available in Adobe Campaign Standard.,Reporting,,Business Practitioner,Beginner
./help/communication-channels/email/create-and-send-emails-via-workflow.md,Create and send emails via a workflow,Learn  how to create a one time email delivery from the homepage. ,Email,,Business Practitioner,Beginner
./help/communication-channels/email/ai-powered-emails/predictive-send-time-optimization.md,Predictive send time optimization,Understand which workflows are required to sync data between Adobe Campaign and the Journey AI model. Learn how to view send time scores at individual profile level and how to execute email deliveries using a send time formula.,Send Time Optimization,,"Business Practitoner, Developer, Administrator",Experienced
./help/communication-channels/email/ai-powered-emails/predictive-engagement-scoring.md,Predictive engagement scoring,"Learn how to view engagement scores at the individual profile level, use scores for targeting engaged users and suppressing fatigued users and how to create typology rules to manage customer fatigue.",Predictive Engagement Scoring,,"Business Practitoner, Developer, Administrator",Experienced
./help/communication-channels/mobile/sms/sms-delivery.md,Create a SMS delivery,Learn  how to create a SMS delivery.,SMS,,Business Practitioner,Beginner
./help/communication-channels/mobile/push-notifications/creating-a-push-notification.md,Create a push notification,Learn how to create a push notification. ,Push,,Business Practitioner,Beginner
./help/communication-channels/mobile/push-notifications/creating-multilingual-push-notifications.md,Create a multilingual push notification,Learn how to create a multilingual push notification. ,Push,,Business Practitioner,Beginner
./help/communication-channels/mobile/in-app/in-app-message-overview.md,Introduction to In-App messages,Learn how to present the user with contextually relevant in-app messages in response to a customer's real-time behavior within the mobile application.,In App,,Business Practitioner,Beginner
./help/communication-channels/mobile/in-app/configure-events.md,Configure Events,Understand how events define which user initiated action will trigger an in-app message to be displayed. ,In App,,"Business Practitioner, Developer","Beginner, Intermediate"
./help/communication-channels/mobile/in-app/broadcast-in-app-message.md,Broadcast an In-App message ,Learn how the Broadcast  template allows you to target all users of your mobile app.,In App,,"Business Practitioner, Developer","Beginner, Intermediate"
./help/communication-channels/mobile/in-app/target-users-based-on-campaign-profile.md,Target users based on their Campaign profile,Learn how to target known mobile app users with messages personalized with CRM profile attributes.,In App,,"Business Practitioner, Developer","Beginner, Intermediate"
./help/communication-channels/mobile/in-app/in-app-activity.md,Create an In-App delivery within a workflow,Learn how to use the In-App delivery activity to automate sending an In-App message to a target audience calculated in a workflow.,In App,,"Business Practitioner, Developer","Beginner, Intermediate"
./help/communication-channels/mobile/in-app/in-app-reporting.md,Report on your In-App delivery,Learn how to present the user with contextually relevant In-App messages in response to a customer's real-time behavior within the mobile application.,In App,,"Business Practitioner, Developer","Beginner, Intermediate"
./help/communication-channels/mobile/configure-mobile-apps-using-aep-sdk.md,Configure a mobile application using Adobe Experience Platform SDK,Learn how to set up a mobile app in Adobe Experience Platform Launch and how to configure it in Adobe Campaign.,"In App, Push, Channel Configuration, Mobile SDK Integration",,Administrator,Experienced
./help/communication-channels/direct-mail/directmail.md,Create a Direct Mail,Learn how to create a direct mail.,Direct Mail,,Business Practitioner,Beginner
./help/communication-channels/landing-pages/landing-page-create-and-edit.md,Create and edit a landing page,"Learn how to can create, edit and test landing pages in Adobe Campaign Standard.",Landing Pages,,Business Practitioner,Beginner
./help/communication-channels/landing-pages/landing-page-test-and-publish.md,Test and publish a landing page,Learn how to test a landing page that was built in Adobe Campaign Standard and how to publish it.,Landing Pages,,Business Practitioner,Beginner
./help/communication-channels/landing-pages/landing-page-configure-templates.md,Configure a landing page template,Learn how to configure a landing page template,Landing Pages,,"Administrator, Business Practitioner",Beginner
./help/designing-content/email-designer/email-designer-overview.md,Email Designer overview,Understand the general functionality of the Email Designer and how to design an email from scratch.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/email-designer/getting-started-with-the-email-designer.md,Getting started with the Email Designer,Understand  the general functionality of the Email Designer and how to design an email from scratch.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/email-designer/email-content-templates.md,Introduction to email content templates,Learn how to create an email content template.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/email-designer/configure-the-mobile-view.md,Configure the mobile view in the Email Designer,Learn how to fine-tune the responsive design of an email by separately editing all style options for mobile display.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/email-designer/preview-your-email.md,Preview your email and anti spam analysis,Learn how to preview your email and the anti-spam analysis.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/email-designer/working-with-existing-content.md,Working with existing content,This video explains how to quickly retrieve your creative content from a website and load it into the Email Designer.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/email-designer/dreamweaver-integration.md,Creating content using Adobe Dreamweaver,Understand what is required to enable the Dreamweaver integration and how to create and edit content for Adobe Campaign Standard using Dreamweaver.,Email Design,,"Business Practitioner, Developer",Beginner
./help/designing-content/product-listings-in-transactional-email.md,Configure product listings in transactional emails,Learn which steps that are required to configure product listings in transactional emails.,"Transactional Messaging, Emails",,"Business Practitioner, Developer",Experienced
./help/managing-processes-and-data/execution-activities/external-signal-activity.md,External Signal Activity - Call a workflow with parameters,"Learn how to start one workflow from another to support more complex customer journeys, while being able to better monitor and react to issues.",Execution Activity,,"Business Practitioner, Developer",Experienced
./help/managing-processes-and-data/data-management-activities/external-api-activity.md,Configure and run a workflow with the External API activity,Learn you to call an external REST API endpoint  to pull personalization data from a third party system into your campaign.,Data Management Activity,,"Business Practitioner, Developer",Experienced
./help/getting-started/exploring-reports.md,Exploring Reports,Understand the different reports that are available out of the box for an email delivery.,Reporting,,Business Practitioner,Beginner
./help/reporting/creating-a-dynamic-report.md,Creating a Dynamic Report,Learn how to create a report.,Reporting,,Business Practitioner,Beginner
./help/reporting/custom-profile-attributes-dynamic-reports.md,Creating a report based custom profile attributes,Learn how to create a report based on custom profile attributes.,Reporting,,Business Practitioner,Beginner
./help/reporting/report-on-workflow-segments.md,Creating a report based on workflow segments,Reporting on Workflow Segments provides the ability to add workflow segment code in dynamic reporting.,Reporting,,Business Practitioner,Beginner
./help/managing-processes-and-data/custom-resources/creating-custom-resources.md,Creating custom resources,Adobe Campaign Standard provides the ability to extend resources or create brand new resources. This multipart tutorial will walk you through the steps needed to create and link custom resources.,Custom Resources,,Administrator,Beginner
./help/administrating/managing-user-access-rights.md,Managing user access rights,Learn you how to define and manage the permissions assigned to different users in Adobe Campaign.,User Access Rights,,Administrator,Beginner
./help/administrating/adobe-experience-platform-data-connector/understanding-the-adobe-experience-platform-data-connector.md,Understanding the Adobe Experience Platform Data Connector,Learn how existing customers can make their Campaign related data available on Adobe Experience Platform. ,ACS Connector,,Administrator,Experienced
./help/administrating/adobe-experience-platform-data-connector/mapping-custom-resources.md,Mapping custom resources ,Learn how to map different data types between Adobe Campaign Standard (ACS) and Adobe Experience Platform (AEP),ACS Connector,,Administrator,Experienced
./help/administrating/adobe-experience-platform-data-connector/mapping-experience-events.md,Mapping Experience Events,Learn how to map Experience Events in Adobe Experience Platform (AEP),ACS Connector,,Administrator,Experienced
./help/administrating/adobe-experience-platform-data-connector/mapping-seed-table-data.md,Mapping seed table data,Learn how to map you seed data and how to test profiles with the Adobe Experience Platform (AEP),ACS Connector,,Administrator,Experienced
./help/administrating/adobe-experience-platform-data-connector/modifying-data-mapping.md,Modifying data mapping,Learn how to check the status and modify the data mapping.,ACS Connector,,Administrator,Experienced
./help/administrating/adobe-experience-platform-data-connector/checking-status-of-data-ingestion-jobs.md,Checking the status of a data ingestion job ,Learn how to check the status and modify the data mapping.,ACS Connector,,Administrator,Experienced
./help/administrating/typology-rules/fatigue-management/create-fatigue-rules.md,Create fatigue rules,Learn how to set up typology rules.,"Fatigue Management, Typology Rules",,Administrator,"Beginner, Intermediate"
./help/privacy/privacy-overview.md,Privacy requests with the Adobe Campaign Standard (ACS) - Overview,Learn how the create privacy requests via the Adobe Campaign Standard  interface.,"Privacy, PI, Privacy Tools", ,Administrator,Experienced
./help/privacy/namespaces-for-privacy-requests.md,Creating namespaces for privacy requests in Adobe Campaign Standard (ACS),Learn how to create namespaces for privacy requests.,"Privacy, PI, Privacy Tools",,Administrator,Experienced
./help/privacy/custom-resources-for-privacy-requests.md,Modifying custom resources when setting up Adobe Campaign Standard (ACS) for privacy requests,Learn how to modify your custom resources in order to fulfill this requirement.,"Privacy, PI, Privacy Tools",,Administrator,Experienced
./help/privacy/create-and-track-privacy-requests.md, Manually creating and tracking privacy requests through the Adobe Campaign user interface,Learn how to manually create privacy requests and track their evolution in the Adobe Campaign Standard user interface.,"Privacy, PI, Privacy Tools",,Administrator,Experienced
./help/privacy/execute-privacy-requests.md,Executing privacy requests,Understand which workflows access and delete requests and what happens when they are executed.,"Privacy, PI, Privacy Tools",,Administrator,Experienced
